,kata,vector
1970,pull,-0.00063753844
1971,dear,-0.00025517514
1972,waterfall,-0.00049761415
1973,beach,-0.0006283848
1974,trash,-0.0004079648
1975,"okay,",-0.00029819304
1976,spot,-0.00064437336
1977,the,-0.0006932193
1978,photo,-0.0006030458
1979,above,-0.0003467589
1980,the,-0.0006932193
1981,"waterfall,",-0.0007052306
1982,spot,-0.00064437336
1983,the,-0.0006932193
1984,photo,-0.0006030458
1985,limit,-0.00018769303
1986,When,-0.0005097798
1987,it's,-0.00079310907
1988,"hot,",-0.0005322643
1989,pay,-0.0009178245
1990,for,-0.0009612242
1991,the,-0.0006932193
1992,waterfall,-0.00049761415
1993,facing,-0.00054066436
1994,the,-0.0006932193
1995,open,-0.0005467334
1996,sea,-0.00034458647
1997,pay,-0.0009178245
1998,parking,-0.00073691865
1999,stalls,-0.00067394454
2000,welcome,-0.00070573954
2001,toilet,-0.00080292346
2002,advice,-0.0008409283
2003,bathing,-0.0007729188
2004,waterfall,-0.00049761415
2005,category,-0.0006970402
2006,in,-0.0008231309
2007,danger,-0.00079360564
2008,sharp,-0.0007707257
2009,coral,-0.0007133199
2010,bwt,-0.00074346917
2011,gkbs,-0.00066457293
2012,swimming,-0.0005819874
2013,want,-0.0006066703
2014,to,-0.00062336057
2015,bathe,-0.0005854069
2016,mending,-0.00056209136
2017,beach,-0.0006283848
2018,Tawan,-0.0002720597
2019,sunset,-0.0006472509
2020,"later,",-0.00035341678
2021,the,-0.0006932193
2022,location,-0.00087607244
2023,of,-0.0007271348
2024,the,-0.0006932193
2025,main,-0.0006377084
2026,road,-0.00079337053
2027,is,-0.00072052394
2028,easy,-0.00072108384
2029,to,-0.00062336057
2030,"reach,",-0.00042201465
2031,km,-0.0005437106
2032,from,-0.00071464037
2033,the,-0.0006932193
2034,Suramadu,-0.00057828677
2035,"Bridge,",-0.0004498857
2036,ready,-0.0006333929
2037,with,-0.00053927174
2038,physical,-0.000354219
2039,provisions,-0.00033853107
2040,for,-0.0009612242
2041,the,-0.0006932193
2042,road,-0.00079337053
2043,the,-0.0006932193
2044,comfortable,-0.0005712414
2045,atmosphere,-0.0005359846
2046,of,-0.0007271348
2047,the,-0.0006932193
2048,city,-0.00075849955
2049,of,-0.0007271348
2050,Sampang,-0.0006165907
2051,takes,-0.00029351824
2052,hours,-0.00030848556
2053,for,-0.0009612242
2054,the,-0.0006932193
2055,wide,-0.00052154483
2056,"waterfall,",-0.0007052306
2057,it,-0.00059282064
2058,is,-0.00072052394
2059,recommended,-0.00022343219
2060,by,-0.00065778004
2061,friends,-0.0002802571
2062,in,-0.0008231309
2063,the,-0.0006932193
2064,Sampang,-0.0006165907
2065,"area,",-0.0006569044
2066,"Maja,",-0.00024799773
2067,take,-0.0006298009
2068,a,-0.00076699915
2069,photo,-0.0006030458
2070,during,-0.00050481997
2071,the,-0.0006932193
2072,"day,",-0.00025455584
2073,"yes,",-0.00023823265
2074,the,-0.0006932193
2075,standard,-0.00021478644
2076,parking,-0.00073691865
2077,price,-0.00047605383
2078,difficult,-0.0005038642
2079,sea,-0.00034458647
2080,fall,-0.00037135725
2081,waterfall,-0.00049761415
2082,okay,-0.00042960298
2083,parking,-0.00073691865
2084,facilities,-0.00056973484
2085,dirty,-0.00048606456
2086,water,-0.000524817
2087,logistics,-0.00030573315
2088,although,-0.0005547565
2089,distance,-0.00062821014
2090,from,-0.00071464037
2091,surabaya,-0.0006594263
2092,here,-0.0007493223
2093,god,-0.0007262843
2094,damn,-0.0007386156
2095,around,-0.0007748208
2096,kilometers,-0.00062179373
2097,but,-0.0004736106
2098,believe,-0.0006020224
2099,that,-0.00054816925
2100,worth,-0.00053785014
2101,waterfall,-0.00049761415
2102,drop,-0.00034092047
2103,directly,-0.00030798398
2104,into,-0.0002452471
2105,sea,-0.00034458647
2106,unique,-0.00036465342
2107,but,-0.0004736106
2108,remember,-0.00047096945
2109,can,-0.00047359022
2110,swim,-0.00048980734
2111,hole,-0.00050027145
2112,below,-0.0005300536
2113,waterfall,-0.00049761415
2114,rainy,-0.00086138904
2115,season,-0.0007269008
2116,heavy,-0.00032548368
2117,dirty,-0.00048606456
2118,water,-0.000524817
2119,"beautiful,",-0.00055554626
2120,very,-0.0005375934
2121,suitable,-0.00067034824
2122,for,-0.0009612242
2123,spoiled,-0.00061973644
2124,"tourists,",-0.00078573433
2125,beautiful,-0.00062798394
2126,"eyes,",-0.000447277
2127,"waterfalls,",-0.0008253651
2128,different,-0.0004891139
2129,mountains,-0.00039712302
2130,by,-0.00065778004
2131,the,-0.0006932193
2132,coast,-0.0006994272
2133,adorable,-0.00050706515
2134,place,-0.0005874934
2135,which,-0.0004736258
2136,bagus,-0.00054447085
2137,spot,-0.00064437336
2138,for,-0.0009612242
2139,relax,-0.0005367199
2140,take,-0.0006298009
2141,picture,-0.0005814366
2142,access,-0.0005890533
2143,easy,-0.00072108384
2144,but,-0.0004736106
2145,road,-0.00079337053
2146,from,-0.00071464037
2147,bangkal,-0.0005650361
2148,area,-0.000663141
2149,not,-0.00055438385
2150,bagus,-0.00054447085
2151,condition,-0.0005251786
2152,we,-0.00071342266
2153,must,-0.00063384674
2154,drive,-0.0005627559
2155,carefully,-0.00056002714
2156,but,-0.0004736106
2157,still,-0.00062562677
2158,must,-0.00063384674
2159,go,-0.0005188362
2160,place,-0.0005874934
2161,once,-0.00050645875
2162,before,-0.0005293445
2163,die,-0.00042294865
2164,no,-0.00019227322
2165,swimming,-0.0005819874
2166,love,-0.00064229703
2167,nature,-0.00057662383
2168,suitable,-0.00067034824
2169,after,-0.0004459462
2170,rain,-0.0004963199
2171,please,-0.0006831326
2172,be,-0.00066985225
2173,careful,-0.00056156935
2174,it's,-0.00079310907
2175,scary,-0.000545947
2176,when,-0.00073086476
2177,it's,-0.00079310907
2178,raining,-0.0006628628
2179,"stones,",-0.00071280496
2180,the,-0.0006932193
2181,road,-0.00079337053
2182,is,-0.00072052394
2183,slippery,-0.0007452973
2184,different,-0.0004891139
2185,dirty,-0.00048606456
2186,photos,-0.00063272857
2187,clean,-0.0005568606
2188,and,-0.0006442188
2189,tidy,-8.9347064e-05
2190,place,-0.0005874934
2191,amazed,-0.00053009007
2192,rainy,-0.00086138904
2193,season,-0.0007269008
2194,heavy,-0.00032548368
2195,dirty,-0.00048606456
2196,water,-0.000524817
2197,wide,-0.00052154483
2198,parking,-0.00073691865
2199,"lot,",-0.00041305696
2200,great,-0.0006174826
2201,view,-0.0005749123
2202,amazed,-0.00053009007
2203,view,-0.0005749123
2204,of,-0.0007271348
2205,the,-0.0006932193
2206,waterfall,-0.00049761415
2207,falling,-0.00046753473
2208,on,-0.0006978999
2209,the,-0.0006932193
2210,beach,-0.0006283848
2211,muddy,-0.00067371165
2212,water,-0.000524817
2213,in,-0.0008231309
2214,the,-0.0006932193
2215,rainy,-0.00086138904
2216,season,-0.0007269008
2217,the,-0.0006932193
2218,volume,-0.0005320725
2219,of,-0.0007271348
2220,water,-0.000524817
2221,is,-0.00072052394
2222,afraid,-0.0005403242
2223,wow,-7.16231e-05
2224,looking,-0.00051697704
2225,at,-0.000612263
2226,the,-0.0006932193
2227,"waterfall,",-0.0007052306
2228,"doubtful,",-0.00052652095
2229,the,-0.0006932193
2230,waterfall,-0.00049761415
2231,is,-0.00072052394
2232,"high,",-0.00059706136
2233,"meters,",-0.00060603773
2234,walk,-0.0006638453
2235,for,-0.0009612242
2236,a,-0.00076699915
2237,"while,",-0.0006430247
2238,park,-0.0006167117
2239,the,-0.0006932193
2240,"waterfall,",-0.0007052306
2241,immediately,-0.00071421324
2242,need,-0.00062480173
2243,trekking,-0.0005460885
2244,Good,1.0686244e-05
2245,long,-0.0006068357
2246,drive,-0.0005627559
2247,from,-0.00071464037
2248,bangkal,-0.0005650361
2249,with,-0.00053927174
2250,uneven,-0.00054194685
2251,surface,-0.0005002457
2252,dirty,-0.00048606456
2253,murky,-0.00045038917
2254,water,-0.000524817
2255,not,-0.00055438385
2256,space,-0.0005417871
2257,take,-0.0006298009
2258,photos,-0.00063272857
2259,wasn,-0.0006225837
2260,expecting,-0.00066085433
2261,that,-0.00054816925
2262,actually,-0.00066768157
2263,worst,-0.00066743384
2264,than,-0.0006504289
2265,photos,-0.00063272857
2266,hidup,-0.00069999596
2267,google,-0.0006518681
2268,search,-0.0007001958
2269,would,-0.00065284915
2270,not,-0.00055438385
2271,recommend,-0.0006136695
2272,place,-0.0005874934
2273,for,-0.0009612242
2274,visit,-0.0006737987
2275,Look,-0.00044532728
2276,at,-0.000612263
2277,the,-0.0006932193
2278,beauty,-0.000476797
2279,of,-0.0007271348
2280,the,-0.0006932193
2281,"land,",-0.00049088424
2282,consider,-0.0005338941
2283,the,-0.0006932193
2284,waterfall,-0.00049761415
2285,to,-0.00062336057
2286,go,-0.0005188362
2287,down,-0.00045444912
2288,to,-0.00062336057
2289,the,-0.0006932193
2290,"sea,",-0.0005160155
2291,the,-0.0006932193
2292,water,-0.000524817
2293,of,-0.0007271348
2294,the,-0.0006932193
2295,waterfall,-0.00049761415
2296,is,-0.00072052394
2297,"dirty,",-0.0005052081
2298,"dirty,",-0.0005052081
2299,and,-0.0006442188
2300,guarded,-0.0005428748
2301,Good,1.0686244e-05
2302,looking,-0.00051697704
2303,at,-0.000612263
2304,the,-0.0006932193
2305,"waterfall,",-0.0007052306
2306,"doubtful,",-0.00052652095
2307,the,-0.0006932193
2308,waterfall,-0.00049761415
2309,is,-0.00072052394
2310,"high,",-0.00059706136
2311,"meters,",-0.00060603773
2312,walk,-0.0006638453
2313,for,-0.0009612242
2314,a,-0.00076699915
2315,"while,",-0.0006430247
2316,park,-0.0006167117
2317,the,-0.0006932193
2318,"waterfall,",-0.0007052306
2319,immediately,-0.00071421324
2320,need,-0.00062480173
2321,trekking,-0.0005460885
2322,solid,-6.008111e-07
2323,place,-0.0005874934
2324,flood,-0.0006419428
2325,sad,-0.0006216885
2326,nice,-0.00053872087
2327,horror,-0.00061024056
2328,advice,-0.0008409283
2329,rainy,-0.00086138904
2330,season,-0.0007269008
2331,sunset,-0.0006472509
2332,waterfall,-0.00049761415
2333,beach,-0.0006283848
2334,it's,-0.00079310907
2335,scary,-0.000545947
2336,when,-0.00073086476
2337,it's,-0.00079310907
2338,raining,-0.0006628628
2339,"stones,",-0.00071280496
2340,the,-0.0006932193
2341,road,-0.00079337053
2342,is,-0.00072052394
2343,slippery,-0.0007452973
2344,nice,-0.00053872087
2345,waterfalls,-0.0007815801
2346,place,-0.0005874934
2347,flood,-0.0006419428
2348,sad,-0.0006216885
2349,nice,-0.00053872087
2350,horror,-0.00061024056
2351,advice,-0.0008409283
2352,rainy,-0.00086138904
2353,season,-0.0007269008
2354,sunset,-0.0006472509
2355,waterfall,-0.00049761415
2356,beach,-0.0006283848
2357,hidden,-0.00022760552
2358,place,-0.0005874934
2359,worth,-0.00053785014
2360,quiet,-0.00042343145
2361,from,-0.00071464037
2362,crowds,-0.00037959058
2363,though,-0.00046019847
2364,accessible,-0.00050087424
2365,any,-0.00046903582
2366,vehicles,-0.00042946532
2367,that,-0.00054816925
2368,special,-0.00027403384
2369,reasonable,-0.0001226812
2370,price,-0.00047605383
2371,good,-0.0006085954
2372,grouper,-0.00017295314
2373,fish,-0.00047089215
2374,toro,-0.00074961624
2375,waterfall,-0.00049761415
2376,is,-0.00072052394
2377,a,-0.00076699915
2378,must-visit,-0.00069019303
2379,tour,-0.0007939188
2380,for,-0.0009612242
2381,"tourists,",-0.00078573433
2382,the,-0.0006932193
2383,location,-0.00087607244
2384,of,-0.0007271348
2385,the,-0.0006932193
2386,dangers,-0.0007581928
2387,of,-0.0007271348
2388,"waterfalls,",-0.0008253651
2389,"unfortunately,",-0.00077451824
2390,toro,-0.00074961624
2391,waterfalls,-0.0007815801
2392,know,-0.00071201904
2393,the,-0.0006932193
2394,people,-0.00070064137
2395,of,-0.0007271348
2396,toro,-0.00074961624
2397,pull,-0.00063753844
2398,waterfalls,-0.0007815801
2399,amazed,-0.00053009007
2400,the,-0.0006932193
2401,place,-0.0005874934
2402,is,-0.00072052394
2403,good,-0.0006085954
2404,for,-0.0009612242
2405,natural,-0.00060840085
2406,baths,-0.0001586333
2407,dirty,-0.00048606456
2408,photo,-0.0006030458
2409,trash,-0.0004079648
2410,trash,-0.0004079648
2411,street,-0.00032497608
2412,evaluation,-0.00037138
2413,annoying,-0.00023649132
2414,trash,-0.0004079648
2415,satisfied,-0.00029909355
2416,steady,-0.0001125433
2417,loss,-0.0004760785
2418,nice,-0.00053872087
2419,by,-0.00065778004
2420,the,-0.0006932193
2421,highway,-0.0005826922
2422,unfortunately,-0.0005018013
2423,dirty,-0.00048606456
2424,water,-0.000524817
2425,mixed,-0.00048403526
2426,with,-0.00053927174
2427,brown,-0.0003533204
2428,trash,-0.0004079648
2429,Sumenep,-0.00048372787
2430,North,-0.00054834783
2431,Waterfall,-0.0006394019
2432,Need,-0.0005718136
2433,to,-0.00062336057
2434,fight,-0.00055514026
2435,through,-0.000600458
2436,the,-0.0006932193
2437,forest,-0.0005526593
2438,is,-0.00072052394
2439,"quiet,",-0.00058748916
2440,the,-0.0006932193
2441,road,-0.00079337053
2442,is,-0.00072052394
2443,Jalan,-0.0005646206
2444,"Ketapang,",-0.0006376946
2445,Malan,-0.0006114967
2446,stays,-0.0006143933
2447,at,-0.000612263
2448,gas,-0.00057724153
2449,"station,",-0.0006243766
2450,one,-0.00063930155
2451,"homestay,",-0.00059649633
2452,morning,-0.0004918403
2453,water,-0.000524817
2454,nice,-0.00053872087
2455,view,-0.0005749123
2456,natural,-0.00060840085
2457,waterfall,-0.00049761415
2458,parking,-0.00073691865
2459,area,-0.000663141
2460,rainy,-0.00086138904
2461,season,-0.0007269008
2462,dirty,-0.00048606456
2463,water,-0.000524817
2464,unique,-0.00036465342
2465,water,-0.000524817
2466,drop,-0.00034092047
2467,into,-0.0002452471
2468,sea,-0.00034458647
2469,directly,-0.00030798398
2470,but,-0.0004736106
2471,river,-0.000523937
2472,used,-0.00054279104
2473,local,-0.00064370036
2474,pungent,-0.0005920131
2475,smell,-0.0005582598
2476,noticeable,-0.000449434
2477,calm,-0.00042328637
2478,photo,-0.0006030458
2479,spots,-0.00074144127
2480,for,-0.0009612242
2481,entrance,-0.0008637644
2482,tickets,-0.0008531768
2483,only,-0.0008716277
2484,pay,-0.0009178245
2485,for,-0.0009612242
2486,car,-0.0009316217
2487,"parking,",-0.0008919158
2488,rb,-0.0010400712
2489,"motorbikes,",-0.0009318096
2490,rb,-0.0010400712
2491,prayer,-0.0008442867
2492,rooms,-0.0007127122
2493,for,-0.0009612242
2494,toilets,-0.0006750674
2495,the,-0.0006932193
2496,flow,-0.00057924696
2497,of,-0.0007271348
2498,the,-0.0006932193
2499,waterfall,-0.00049761415
2500,is,-0.00072052394
2501,really,-0.00066140725
2502,fast,-0.00055139925
2503,in,-0.0008231309
2504,the,-0.0006932193
2505,rainy,-0.00086138904
2506,season,-0.0007269008
2507,easy,-0.00072108384
2508,to,-0.00062336057
2509,find,-0.0002057024
2510,location,-0.00087607244
2511,nice,-0.00053872087
2512,road,-0.00079337053
2513,to,-0.00062336057
2514,take,-0.0006298009
2515,care,-0.0005236093
2516,of,-0.0007271348
2517,the,-0.0006932193
2518,facilities,-0.00056973484
2519,for,-0.0009612242
2520,the,-0.0006932193
2521,photo,-0.0006030458
2522,venue,-0.0002091019
2523,for,-0.0009612242
2524,the,-0.0006932193
2525,bridge,-0.00015840602
2526,for,-0.0009612242
2527,the,-0.0006932193
2528,background,-0.00014355831
2529,for,-0.0009612242
2530,the,-0.0006932193
2531,washing,-0.0001486922
2532,bath,-0.0003772506
2533,dumbfounded,-2.2815837e-05
2534,bagus,-0.00054447085
2535,waterfall,-0.00049761415
2536,with,-0.00053927174
2537,view,-0.0005749123
2538,of,-0.0007271348
2539,sea,-0.00034458647
2540,rekomendasi,-0.0005073498
2541,stopping,-0.00065414177
2542,madura,-0.00079906225
2543,close,-0.0007051284
2544,proximity,-0.00077622395
2545,main,-0.0006377084
2546,road,-0.00079337053
2547,large,-0.0006224481
2548,parking,-0.00073691865
2549,area,-0.000663141
2550,nice,-0.00053872087
2551,waterfall,-0.00049761415
2552,with,-0.00053927174
2553,a,-0.00076699915
2554,nice,-0.00053872087
2555,beach,-0.0006283848
2556,fast,-0.00055139925
2557,waterfall,-0.00049761415
2558,with,-0.00053927174
2559,low,-0.0004596171
2560,tide,-0.00039589865
2561,the,-0.0006932193
2562,location,-0.00087607244
2563,on,-0.0006978999
2564,the,-0.0006932193
2565,roadside,-0.00069515186
2566,of,-0.0007271348
2567,the,-0.0006932193
2568,north,-0.00062862306
2569,coast,-0.0006994272
2570,of,-0.0007271348
2571,Madura,-0.0006576366
2572,is,-0.00072052394
2573,easy,-0.00072108384
2574,to,-0.00062336057
2575,"reach,",-0.00042201465
2576,the,-0.0006932193
2577,view,-0.0005749123
2578,of,-0.0007271348
2579,the,-0.0006932193
2580,blue,-0.00041191382
2581,sea,-0.00034458647
2582,welcomes,-0.00018282357
2583,the,-0.0006932193
2584,toro,-0.00074961624
2585,waterfall,-0.00049761415
2586,belonging,-0.0001770308
2587,to,-0.00062336057
2588,uni,-0.0005003501
2589,facing,-0.00054066436
2590,directly,-0.00030798398
2591,to,-0.00062336057
2592,the,-0.0006932193
2593,sea,-0.00034458647
2594,the,-0.0006932193
2595,location,-0.00087607244
2596,of,-0.0007271348
2597,the,-0.0006932193
2598,waterfall,-0.00049761415
2599,okay,-0.00042960298
2600,parking,-0.00073691865
2601,facilities,-0.00056973484
2602,dirty,-0.00048606456
2603,water,-0.000524817
2604,logistics,-0.00030573315
2605,maximum,-0.00029122442
2606,good,-0.0006085954
2607,management,-0.0003744663
2608,as,-0.00041607398
2609,a,-0.00076699915
2610,gift,-0.00013958952
2611,from,-0.00071464037
2612,"God,",-0.00022619755
2613,thanks,-7.3616204e-05
2614,loss,-0.0004760785
2615,What,-0.0005546989
2616,rubbish,-0.0005802663
2617,are,-0.0006749714
2618,you,-0.00058563903
2619,disappointed?,-0.00052748184
2620,beautiful,-0.00062798394
2621,comfortable,-0.0005712414
2622,place,-0.0005874934
2623,just,-0.0005613715
2624,makes,-0.00047515603
2625,you,-0.00058563903
2626,disappointed,-0.00050820265
2627,cool,-0.000644044
2628,abizz,-9.929726e-05
2629,there,-0.00055227126
2630,bagus,-0.00054447085
2631,natural,-0.00060840085
2632,waterfall,-0.00049761415
2633,calm,-0.00042328637
2634,access,-0.0005890533
2635,there,-0.00055227126
2636,is,-0.00072052394
2637,difficult,-0.0005038642
2638,unfortunately,-0.0005018013
2639,the,-0.0006932193
2640,road,-0.00079337053
2641,is,-0.00072052394
2642,ugly,-0.00046735868
2643,narrow,-0.0004520034
2644,at,-0.000612263
2645,"night,",-0.00051481026
2646,dark,-0.00046311732
2647,lights,-0.00043427502
2648,good,-0.0006085954
2649,but,-0.0004736106
2650,scary,-0.000545947
2651,unique,-0.00036465342
2652,water,-0.000524817
2653,drop,-0.00034092047
2654,into,-0.0002452471
2655,sea,-0.00034458647
2656,directly,-0.00030798398
2657,but,-0.0004736106
2658,river,-0.000523937
2659,used,-0.00054279104
2660,local,-0.00064370036
2661,pungent,-0.0005920131
2662,smell,-0.0005582598
2663,noticeable,-0.000449434
2664,go,-0.0005188362
2665,there,-0.00055227126
2666,and,-0.0006442188
2667,eat,-0.0005778892
2668,the,-0.0006932193
2669,victim,-0.00057367096
2670,entrance,-0.0008637644
2671,ticket,-0.0007715435
2672,pay,-0.0009178245
2673,for,-0.0009612242
2674,parking,-0.00073691865
2675,afa,-0.00055255985
2676,culinary,-0.0006337101
2677,beautiful,-0.00062798394
2678,really,-0.00066140725
2679,good,-0.0006085954
2680,clean,-0.0005568606
2681,water,-0.000524817
2682,take,-0.0006298009
2683,care,-0.0005236093
2684,happy,-0.0004917157
2685,beautiful,-0.00062798394
2686,atmosphere,-0.0005359846
2687,beautiful,-0.00062798394
2688,easy,-0.00072108384
2689,to,-0.00062336057
2690,reach,-0.00037202387
2691,clean,-0.0005568606
2692,comfortable,-0.0005712414
2693,annoying,-0.00023649132
2694,trash,-0.0004079648
2695,murky,-0.00045038917
2696,loss,-0.0004760785
2697,long,-0.0006068357
2698,drive,-0.0005627559
2699,from,-0.00071464037
2700,bangkal,-0.0005650361
2701,with,-0.00053927174
2702,uneven,-0.00054194685
2703,surface,-0.0005002457
2704,dirty,-0.00048606456
2705,murky,-0.00045038917
2706,water,-0.000524817
2707,not,-0.00055438385
2708,space,-0.0005417871
2709,take,-0.0006298009
2710,photos,-0.00063272857
2711,wasn,-0.0006225837
2712,expecting,-0.00066085433
2713,that,-0.00054816925
2714,actually,-0.00066768157
2715,worst,-0.00066743384
2716,than,-0.0006504289
2717,photos,-0.00063272857
2718,hidup,-0.00069999596
2719,google,-0.0006518681
2720,search,-0.0007001958
2721,would,-0.00065284915
2722,not,-0.00055438385
2723,recommend,-0.0006136695
2724,place,-0.0005874934
2725,for,-0.0009612242
2726,visit,-0.0006737987
2727,oke,-0.00045187396
2728,water,-0.000524817
2729,falling,-0.00046753473
2730,into,-0.0002452471
2731,sea,-0.00034458647
2732,that,-0.00054816925
2733,cool,-0.000644044
2734,would,-0.00065284915
2735,better,-0.00046361613
2736,swimming,-0.0005819874
2737,area,-0.000663141
2738,instead,-0.00024940376
2739,of,-0.0007271348
2740,selfie,-0.00051094184
2741,point,-0.00027365494
2742,but,-0.0004736106
2743,for,-0.0009612242
2744,area,-0.000663141
2745,oke,-0.00045187396
2746,henti,-0.00031592717
2747,check,-0.00033828287
2748,for,-0.0009612242
2749,mins,-0.00016416328
2750,really,-0.00066140725
2751,exciting,-0.00029369336
2752,Good,1.0686244e-05
2753,happy,-0.0004917157
2754,happy,-0.0004917157
2755,toro,-0.00074961624
2756,waterfall,-0.00049761415
2757,is,-0.00072052394
2758,a,-0.00076699915
2759,must-visit,-0.00069019303
2760,tour,-0.0007939188
2761,for,-0.0009612242
2762,"tourists,",-0.00078573433
2763,the,-0.0006932193
2764,location,-0.00087607244
2765,of,-0.0007271348
2766,the,-0.0006932193
2767,dangers,-0.0007581928
2768,of,-0.0007271348
2769,"waterfalls,",-0.0008253651
2770,"unfortunately,",-0.00077451824
2771,toro,-0.00074961624
2772,waterfalls,-0.0007815801
2773,know,-0.00071201904
2774,the,-0.0006932193
2775,people,-0.00070064137
2776,of,-0.0007271348
2777,toro,-0.00074961624
2778,pull,-0.00063753844
2779,waterfalls,-0.0007815801
2780,madura,-0.00079906225
2781,island,-0.0005703168
2782,tourist,-0.00071121356
2783,attraction,-0.0006782234
2784,waterfall,-0.00049761415
2785,thought,-0.00037263657
2786,madura,-0.00079906225
2787,tourist,-0.00071121356
2788,attraction,-0.0006782234
2789,limestone,-0.00040342534
2790,hills,-0.00035349908
2791,madura,-0.00079906225
2792,beach,-0.0006283848
2793,tourist,-0.00071121356
2794,attraction,-0.0006782234
2795,amazed,-0.00053009007
2796,one,-0.00063930155
2797,of,-0.0007271348
2798,the,-0.0006932193
2799,toro,-0.00074961624
2800,waterfalls,-0.0007815801
2801,go,-0.0005188362
2802,there,-0.00055227126
2803,and,-0.0006442188
2804,eat,-0.0005778892
2805,the,-0.0006932193
2806,victim,-0.00057367096
2807,disappointed,-0.00050820265
2808,although,-0.0005547565
2809,distance,-0.00062821014
2810,from,-0.00071464037
2811,surabaya,-0.0006594263
2812,here,-0.0007493223
2813,god,-0.0007262843
2814,damn,-0.0007386156
2815,around,-0.0007748208
2816,kilometers,-0.00062179373
2817,but,-0.0004736106
2818,believe,-0.0006020224
2819,that,-0.00054816925
2820,worth,-0.00053785014
2821,waterfall,-0.00049761415
2822,drop,-0.00034092047
2823,directly,-0.00030798398
2824,into,-0.0002452471
2825,sea,-0.00034458647
2826,unique,-0.00036465342
2827,but,-0.0004736106
2828,remember,-0.00047096945
2829,can,-0.00047359022
2830,swim,-0.00048980734
2831,hole,-0.00050027145
2832,below,-0.0005300536
2833,waterfall,-0.00049761415
2834,beautiful,-0.00062798394
2835,waterfall,-0.00049761415
2836,nice,-0.00053872087
2837,place,-0.0005874934
2838,cafee,-4.4918634e-05
2839,toilet,-0.00080292346
2840,criticism,2.5673587e-06
2841,roadside,-0.00069515186
2842,"location,",-0.0004392559
2843,easy,-0.00072108384
2844,to,-0.00062336057
2845,"find,",-0.00031167598
2846,stop,-0.00059485127
2847,for,-0.0009612242
2848,a,-0.00076699915
2849,"moment,",-0.00037506234
2850,enjoy,-0.0005925323
2851,the,-0.0006932193
2852,atmosphere,-0.0005359846
2853,of,-0.0007271348
2854,a,-0.00076699915
2855,waterfall,-0.00049761415
2856,falling,-0.00046753473
2857,by,-0.00065778004
2858,the,-0.0006932193
2859,beach,-0.0006283848
2860,really,-0.00066140725
2861,cute,-8.759712e-05
2862,evening,-0.00033433168
2863,view,-0.0005749123
2864,support,-0.0005020903
2865,easy,-0.00072108384
2866,access,-0.0005890533
2867,to,-0.00062336057
2868,the,-0.0006932193
2869,"road,",-0.0006384075
2870,paying,-0.00041547866
2871,for,-0.0009612242
2872,"parking,",-0.0008919158
2873,a,-0.00076699915
2874,clean,-0.0005568606
2875,"place,",-0.00054060575
2876,good,-0.0006085954
2877,for,-0.0009612242
2878,"photos,",-0.00058956846
2879,really,-0.00066140725
2880,"cool,",-0.0005585546
2881,near,-0.0005487277
2882,the,-0.0006932193
2883,IG,-0.00024899663
2884,waterfall,-0.00049761415
2885,bagus,-0.00054447085
2886,waterfall,-0.00049761415
2887,with,-0.00053927174
2888,view,-0.0005749123
2889,of,-0.0007271348
2890,sea,-0.00034458647
2891,rekomendasi,-0.0005073498
2892,stopping,-0.00065414177
2893,madura,-0.00079906225
2894,close,-0.0007051284
2895,proximity,-0.00077622395
2896,main,-0.0006377084
2897,road,-0.00079337053
2898,large,-0.0006224481
2899,parking,-0.00073691865
2900,area,-0.000663141
2901,visit,-0.0006737987
2902,madura,-0.00079906225
2903,arrived,-0.00053759443
2904,here,-0.0007493223
2905,quite,-0.0006365671
2906,bagus,-0.00054447085
2907,place,-0.0005874934
2908,but,-0.0004736106
2909,access,-0.0005890533
2910,go,-0.0005188362
2911,bit,-0.00071727735
2912,hard,-0.00066831365
2913,bc,-0.0006519392
2914,we,-0.00071342266
2915,stepped,-0.00064347876
2916,hidup,-0.00069999596
2917,root,-0.00056048104
2918,beautiful,-0.00062798394
2919,view,-0.0005749123
2920,Madura,-0.0006576366
2921,is,-0.00072052394
2922,cool,-0.000644044
2923,great,-0.0006174826
2924,"view,",-0.00055220246
2925,really,-0.00066140725
2926,"nice,",-0.00037545335
2927,beautiful,-0.00062798394
2928,waterfall,-0.00049761415
2929,directly,-0.00030798398
2930,to,-0.00062336057
2931,the,-0.0006932193
2932,beach,-0.0006283848
2933,very,-0.0005375934
2934,loss,-0.0004760785
2935,kereeenn,-0.00032694262
2936,there,-0.00055227126
2937,the,-0.0006932193
2938,water,-0.000524817
2939,is,-0.00072052394
2940,really,-0.00066140725
2941,"fast,",-0.0003578424
2942,"cool,",-0.0005585546
2943,nice,-0.00053872087
2944,view,-0.0005749123
2945,the,-0.0006932193
2946,flow,-0.00057924696
2947,of,-0.0007271348
2948,the,-0.0006932193
2949,waterfall,-0.00049761415
2950,is,-0.00072052394
2951,really,-0.00066140725
2952,fast,-0.00055139925
2953,in,-0.0008231309
2954,the,-0.0006932193
2955,rainy,-0.00086138904
2956,season,-0.0007269008
2957,I,-0.0004696694
2958,drowned,-0.00044646667
2959,again,-0.00042793332
2960,pretty,-0.00055261294
2961,cool,-0.000644044
2962,Toro,-0.0005658632
2963,waterfall,-0.00049761415
2964,swimming,-0.0005819874
2965,must,-0.00063384674
2966,be,-0.00066985225
2967,swimming,-0.0005819874
